shots,retries,text_preview,final_prediction
3,2,"So I got this from the rental store where I work before it was released (release is 8/21), just watc...","gative

review: i"
3,2,"""Children of wax"" also shown as ""Killing grounds"" is an interesting mixture of genres. Some might th...","ositive

review: i"
3,2,"I went to the cinema slightly apprehensive, I came out seething with anger at the garbage (passing f...","egative

review: i"
3,2,This Movie is a warning to all people sat surfing the internet on a typical day at the office. My Wa...,"egative

review: i"
3,2,"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenaba...","gative

review: i"
3,2,"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented ...","ositive

review: i"
3,2,Bled is a very apt title for this As you watch it you will feel your life being bled from you . The ...,"ive

review: i"
3,2,Im usually wary of movies hovering around the 6/10 mark on IMDb. Id like to think people know what t...,"ositive

review: i"
3,2,scarlet coat like most revolution flicks wasnt well received but is nears perfection in the art of m...,"ive

review: i"
3,2,"We bought the DVD of ""Walking with Dinosaurs"" and have been nearly ecstatic over the things that are...","ositive

review: i"
3,2,What makes watching and reviewing films a pleasure is when every once in a while when you least expe...,"ositive

review: i"
3,2,"I was looking forward to this movie as everyone was talking about it as being a good horror movie, a...","egative

review: i"
3,2,"I'm guessing that we all, no matter if we are fans of cars, luv the sound of a Dodge Challenger as i...","egative

review: i"
3,2,"Slausen's Lost Oasis. . . a place for food, fun. . . and MURDER! After a guy disappears on his way t...",view: z
3,2,I remember when this came out it was the first kung fu film ever seen around our way and we were all...,"tive

review: i"
3,2,"That's how I'd sum it up! There were other who said, Naked Gun meets James Bond. I think mine is mor...","ositive

review: i"
3,2,What annoys me with so called 'science' programs such as these is that it is presented as if it were...,"gative

review: i"
3,2,"BBC's 3 hour adaptation of the novel by Sarah Waters...""Fingersmith"". Life is tough without money, e...","tive

review: i"
3,2,"On the cusp of being insufferable. Somehow I stayed just slightly interested, but was it because I t...","ative

review: i"
3,2,"I don't know which was worse, the viewer's made dopes of, or the stars in this movie who look like d...","ive

review: i"
3,1,"In the ""goofs"" section for this film there's a comment to the effect that there is a mistake in cont...",positive
3,2,"To this day, I have never seen Elizabeth Shue in anything else because of the stench of this movie. ...","ive

review: i"
3,2,"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about...","ositive

review: i"
3,2,"I caught this filmshow about the most unlikely, success? ,from a lower league, football team. The pl...","tive

review: i"
3,2,"I checked this out for free at the library, and I still feel ripped off. Yes, Sandra Bullock is actu...","gative

review: i"
3,2,Cinema's greatest period started in post-War Europe with Italy's Neo-Realist movement. During the ne...,"ive

review: i"
3,2,Circus could have been so much better if they had reduced the number of twists and developed each be...,"gative

review: i"
3,2,"The title is a misnomer:the movie depicts barely one year of the so-called ""divin marquis"" .Twas a h...",review: i
3,2,"If like me, you enjoyed the first film ""Bruce Almighty"", my advice to you is not to get your hopes u...","gative

review: i"
3,2,"Hi To read the entire plot around ""OZ"" just look at IMDb here to find it.<br /><br />**WARNING SPOIL...","ositive

review: i"
3,2,"Oddly, I have very little to say about ""The Box"" so this will be pretty brief. I have never read the...","egative

review: i"
3,2,This is absolutely beyond question the worst movie I have ever seen. It is so bad in fact that I pla...,"gative

review: i"
3,2,"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of...","egative

review: z"
3,2,"The director has no clue. I know ... That is the obvious comment. Maybe, we should delve into the st...","ive

review: i"
3,2,What can be said about such a pathetic movie ? <br /><br />- Very bad acting ! The main actress seem...,"ve

review: i"
3,2,The film was apparently spawned from an idea one of the writers had when he 'saw' one of his creatio...,"ositive

review: i"
3,2,"Everything about ""Choose Connor"" was top=drawer, especially the script and the very proficient work ...","sitive

review: i"
3,2,I first saw Heimat 2 on BBC2 in the 90's when I was at art college living and moving among artists a...,"ositive

review: i"
3,2,There is a solid group of people that have lives like this girl going through the admissions process...,"egative

review: z"
3,2,"S l o w, l o n g, d u l l. . .<br /><br />Oh my god, dull. <br /><br />Characters so annoying - you'...","egative

review: i"
3,2,"I agree with ""johnlewis"", who said that there is a lot going on between the lines in this film. Whil...","sitive

review: i"
3,2,saw this movie and totally loved it the characters are great . it is definitely my kind of movie you...,"ositive

review: i"
3,2,I saw this film when it premiered in LA. I think I laughed 2 or three times. The rest of the time I ...,"egative

review: i"
5,2,"As I am a fan of hospital and medical shows, I have found this one gripping and sometimes humorous (...","egative

review: i"
5,2,"So I got this from the rental store where I work before it was released (release is 8/21), just watc...","gative

review: i"
5,2,"""Children of wax"" also shown as ""Killing grounds"" is an interesting mixture of genres. Some might th...","ositive

review: i"
5,2,"I went to the cinema slightly apprehensive, I came out seething with anger at the garbage (passing f...","egative

review: i"
5,2,This Movie is a warning to all people sat surfing the internet on a typical day at the office. My Wa...,"egative

review: i"
5,2,"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenaba...","gative

review: i"
5,2,"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented ...","ositive

review: i"
5,2,Bled is a very apt title for this As you watch it you will feel your life being bled from you . The ...,"ive

review: i"
5,2,Im usually wary of movies hovering around the 6/10 mark on IMDb. Id like to think people know what t...,"ositive

review: i"
5,2,scarlet coat like most revolution flicks wasnt well received but is nears perfection in the art of m...,"ive

review: i"
5,2,"We bought the DVD of ""Walking with Dinosaurs"" and have been nearly ecstatic over the things that are...","ositive

review: i"
5,2,What makes watching and reviewing films a pleasure is when every once in a while when you least expe...,"ositive

review: i"
5,2,"Having seen, and loved this film in Australia, I was very keen to get me paws on a copy. I got one o...","neutral

review: i"
5,2,"I was looking forward to this movie as everyone was talking about it as being a good horror movie, a...","egative

review: i"
5,2,"I'm guessing that we all, no matter if we are fans of cars, luv the sound of a Dodge Challenger as i...","ositive

review: i"
5,2,"Slausen's Lost Oasis. . . a place for food, fun. . . and MURDER! After a guy disappears on his way t...",view: i
5,2,I remember when this came out it was the first kung fu film ever seen around our way and we were all...,"tive

review: i"
5,2,"That's how I'd sum it up! There were other who said, Naked Gun meets James Bond. I think mine is mor...","ositive

review: i"
5,2,What annoys me with so called 'science' programs such as these is that it is presented as if it were...,"gative

review: i"
5,2,"BBC's 3 hour adaptation of the novel by Sarah Waters...""Fingersmith"". Life is tough without money, e...","tive

review: i"
5,2,"On the cusp of being insufferable. Somehow I stayed just slightly interested, but was it because I t...","ative

review: i"
5,2,"I don't know which was worse, the viewer's made dopes of, or the stars in this movie who look like d...","ive

review: i"
5,2,"To this day, I have never seen Elizabeth Shue in anything else because of the stench of this movie. ...","ive

review: i"
5,2,"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about...","ositive

review: i"
5,2,"I caught this filmshow about the most unlikely, success? ,from a lower league, football team. The pl...","tive

review: i"
5,2,"I checked this out for free at the library, and I still feel ripped off. Yes, Sandra Bullock is actu...","gative

review: i"
5,2,Cinema's greatest period started in post-War Europe with Italy's Neo-Realist movement. During the ne...,"ive

review: i"
5,1,"This movie used to be played constantly on the Disney Channel when I was a bit younger, and I really...",positive
5,1,"Susan Sarandon and Natalie Portman play Adele and Ann August, a single mother who's the working defi...",positive
5,2,Circus could have been so much better if they had reduced the number of twists and developed each be...,"gative

review: i"
5,2,"The title is a misnomer:the movie depicts barely one year of the so-called ""divin marquis"" .Twas a h...",review: i
5,2,"If like me, you enjoyed the first film ""Bruce Almighty"", my advice to you is not to get your hopes u...","gative

review: i"
5,2,"Hi To read the entire plot around ""OZ"" just look at IMDb here to find it.<br /><br />**WARNING SPOIL...","ositive

review: i"
5,2,"Oddly, I have very little to say about ""The Box"" so this will be pretty brief. I have never read the...","egative

review: i"
5,2,This is absolutely beyond question the worst movie I have ever seen. It is so bad in fact that I pla...,"gative

review: i"
5,2,"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of...","egative

review: i"
5,2,"The director has no clue. I know ... That is the obvious comment. Maybe, we should delve into the st...","ive

review: i"
5,2,What can be said about such a pathetic movie ? <br /><br />- Very bad acting ! The main actress seem...,"ve

review: i"
5,2,The film was apparently spawned from an idea one of the writers had when he 'saw' one of his creatio...,"ositive

review: i"
5,2,"Everything about ""Choose Connor"" was top=drawer, especially the script and the very proficient work ...","sitive

review: i"
5,2,I first saw Heimat 2 on BBC2 in the 90's when I was at art college living and moving among artists a...,"ositive

review: i"
5,2,There is a solid group of people that have lives like this girl going through the admissions process...,"egative

review: i"
5,2,"S l o w, l o n g, d u l l. . .<br /><br />Oh my god, dull. <br /><br />Characters so annoying - you'...","egative

review: i"
5,2,"I agree with ""johnlewis"", who said that there is a lot going on between the lines in this film. Whil...","sitive

review: i"
5,2,saw this movie and totally loved it the characters are great . it is definitely my kind of movie you...,"ositive

review: i"
5,2,I saw this film when it premiered in LA. I think I laughed 2 or three times. The rest of the time I ...,"egative

review: i"
10,2,"As I am a fan of hospital and medical shows, I have found this one gripping and sometimes humorous (...","egative

review: i"
10,2,"So I got this from the rental store where I work before it was released (release is 8/21), just watc...","gative

review: i"
10,2,"""Children of wax"" also shown as ""Killing grounds"" is an interesting mixture of genres. Some might th...","ositive

review: i"
10,2,"I went to the cinema slightly apprehensive, I came out seething with anger at the garbage (passing f...","egative

review: i"
10,2,This Movie is a warning to all people sat surfing the internet on a typical day at the office. My Wa...,"egative

review: i"
10,2,"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenaba...","gative

review: i"
10,2,"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented ...","ositive

review: i"
10,2,Bled is a very apt title for this As you watch it you will feel your life being bled from you . The ...,"ive

review: i"
10,2,Im usually wary of movies hovering around the 6/10 mark on IMDb. Id like to think people know what t...,"ositive

review: i"
10,2,scarlet coat like most revolution flicks wasnt well received but is nears perfection in the art of m...,"ive

review: i"
10,2,"We bought the DVD of ""Walking with Dinosaurs"" and have been nearly ecstatic over the things that are...","ositive

review: i"
10,1,"Director Lesley Selander's thoroughly routine outdoor yarn ""The Yellow Tomahawk"" (1954) pits the Che...",negative
10,2,What makes watching and reviewing films a pleasure is when every once in a while when you least expe...,"ositive

review: i"
10,1,"Having seen, and loved this film in Australia, I was very keen to get me paws on a copy. I got one o...",positive
10,2,"I was looking forward to this movie as everyone was talking about it as being a good horror movie, a...","egative

review: i"
10,2,"I'm guessing that we all, no matter if we are fans of cars, luv the sound of a Dodge Challenger as i...","ositive

review: i"
10,2,"Slausen's Lost Oasis. . . a place for food, fun. . . and MURDER! After a guy disappears on his way t...",view: i
10,2,I remember when this came out it was the first kung fu film ever seen around our way and we were all...,"tive

review: i"
10,2,"That's how I'd sum it up! There were other who said, Naked Gun meets James Bond. I think mine is mor...","ositive

review: i"
10,2,What annoys me with so called 'science' programs such as these is that it is presented as if it were...,"gative

review: i"
10,2,"BBC's 3 hour adaptation of the novel by Sarah Waters...""Fingersmith"". Life is tough without money, e...","tive

review: i"
10,2,"On the cusp of being insufferable. Somehow I stayed just slightly interested, but was it because I t...","ative

review: i"
10,2,"I don't know which was worse, the viewer's made dopes of, or the stars in this movie who look like d...","ive

review: i"
10,2,"To this day, I have never seen Elizabeth Shue in anything else because of the stench of this movie. ...","ive

review: i"
10,2,"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about...","ositive

review: i"
10,2,"I caught this filmshow about the most unlikely, success? ,from a lower league, football team. The pl...","tive

review: i"
10,2,"I checked this out for free at the library, and I still feel ripped off. Yes, Sandra Bullock is actu...","gative

review: i"
10,2,Cinema's greatest period started in post-War Europe with Italy's Neo-Realist movement. During the ne...,"ive

review: i"
10,1,"Susan Sarandon and Natalie Portman play Adele and Ann August, a single mother who's the working defi...",positive
10,2,Circus could have been so much better if they had reduced the number of twists and developed each be...,"gative

review: i"
10,2,"The title is a misnomer:the movie depicts barely one year of the so-called ""divin marquis"" .Twas a h...",review: i
10,2,"If like me, you enjoyed the first film ""Bruce Almighty"", my advice to you is not to get your hopes u...","gative

review: i"
10,2,"Hi To read the entire plot around ""OZ"" just look at IMDb here to find it.<br /><br />**WARNING SPOIL...","ositive

review: i"
10,2,"Oddly, I have very little to say about ""The Box"" so this will be pretty brief. I have never read the...","egative

review: i"
10,2,This is absolutely beyond question the worst movie I have ever seen. It is so bad in fact that I pla...,"gative

review: i"
10,2,"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of...","egative

review: i"
10,2,"The director has no clue. I know ... That is the obvious comment. Maybe, we should delve into the st...","ive

review: i"
10,1,Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the thea...,positive
10,2,What can be said about such a pathetic movie ? <br /><br />- Very bad acting ! The main actress seem...,"ve

review: i"
10,2,The film was apparently spawned from an idea one of the writers had when he 'saw' one of his creatio...,"ositive

review: i"
10,2,"Everything about ""Choose Connor"" was top=drawer, especially the script and the very proficient work ...","sitive

review: i"
10,2,I first saw Heimat 2 on BBC2 in the 90's when I was at art college living and moving among artists a...,"ositive

review: i"
10,2,There is a solid group of people that have lives like this girl going through the admissions process...,"egative

review: i"
10,2,"S l o w, l o n g, d u l l. . .<br /><br />Oh my god, dull. <br /><br />Characters so annoying - you'...","egative

review: i"
10,2,"I agree with ""johnlewis"", who said that there is a lot going on between the lines in this film. Whil...","sitive

review: i"
10,2,saw this movie and totally loved it the characters are great . it is definitely my kind of movie you...,"ositive

review: i"
10,2,I saw this film when it premiered in LA. I think I laughed 2 or three times. The rest of the time I ...,"egative

review: i"
20,2,"Topless touch football!! A wet t-shirt contest!! A jockstrap raid!! This ""SheAnimal House"" has it al...","ositive

review: i"
20,2,Just do a little research on the making of this film. Something so simple as a Google search. It was...,"egative

review: i"
20,2,An awful travesty of the Greek resistance. Senorita Cruz badly miscast as a Cephalonian Greek girl (...,"egative

review: i"
20,2,"Critters 4 is a good movie. A bit of a twist to the series, as it takes place in space, not in an ea...","ositive

review: i"
20,2,Just finished watching this movie as it were playing on TV and I did'nt have anything else to do. We...,"egative

review: i"
20,2,Please give this one a miss.<br /><br />Kristy Swanson and the rest of the cast rendered terrible pe...,"egative

review: i"
20,2,"As I am a fan of hospital and medical shows, I have found this one gripping and sometimes humorous (...","ative

review: i"
20,2,The only good part of this movie was the ending. You know the part of the movie where the lights com...,"egative

review: i"
20,2,I cannot for the life of me understand why the rating here for this movie is so low. This was one of...,"ositive

review: i"
20,2,An interesting concept turned into carnage...<br /><br />My first seeing feature from Geoffrey Wrigh...,"egative

review: i"
20,2,This film is probably the best new French film I've seen in this century so far. There have been som...,"ositive

review: i"
20,2,"This is the most human and humane of movies that I have seen in a long time. The ironies abound, Sus...","ositive

review: i"
20,2,I had my son for the weekend and my parent's called me up and said that they wanted the two of us to...,"ositive

review: i"
20,2,Propaganda pro-American war effort film that came out in 1942 has the East Side Kids getting tough a...,"egative

review: i"
20,2,Loved this movie!! Great acting by Carla Gugino. Interesting story about a kidnapping that goes horr...,"ositive

review: i"
20,2,"I liked this quite a bit but I have friends that hated this. There's no sex, but there's very little...","ositive

review: i"
20,2,"Note, I only saw approximately the last half of this movie, so feel free to take my review with what...","egative

review: i"
20,2,Let me start by saying that there's really no reason to watch this movie. I only sat through it beca...,"egative

review: i"
20,2,TWINS EFFECT is a poor film in so many respects. The only good element is that it doesn't take itsel...,"egative

review: i"
20,2,If you have plenty of time to kill and the DVD was given to you by your friend for free but still it...,"egative

review: i"
20,2,"I watched a movie called Dark Talon, dated 1974. The credits to this movie are exactly the same as D...","egative

review: i"
20,2,"First of all, around the time I wrote this comment, I had already read what kittiwake-1 had written ...","ositive

review: i"
20,2,"Yes!! They finally got it down to perfection. What a great idea, a refreshing exploitation epic for ...","ositive

review: i"
20,2,"THE BOX (2009) * Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Sam Oz ...","gative

review: i"
20,2,"*The whereabouts of Al Capone<br /><br />*Who shot JFK?<br /><br />*Cynthia Gibb lands the part of ""...","egative

review: i"
20,2,"""Fate"" leads Walter Sparrow to come in possession of a mysterious novel that has eerie similarities ...","egative

review: i"
20,2,"I've just seen this movie, and it made me cry. It's a beautiful drama about two brothers falling in ...","ositive

review: i"
20,2,"This film has not exactly remained fresh in the minds of film buffs, and it's a crying shame. Its wi...","sitive

review: i"
20,2,Antonioni with Wim Wenders --some of the best of the best. story-character-visuals. Like most of the...,"ositive

review: i"
20,2,"Vidor shines as Judith, the only truly strong and compassionate member of a strictly patriarchal fam...","ositive

review: i"
20,2,This is one of the movies having made significant influence on me as a person. The sound tracks are ...,"ositive

review: i"
20,2,"The Salena Incident is by far the director, Dustin Rikert's, best film --- which isn't saying much. ...","egative

review: i"
20,2,"Having not read the book, I was more open to the fresh interpretation that each director gives to th...","ositive

review: i"
20,2,I couldn't disagree more with those who says this is a lousy movie. Me and my friend went to see it ...,"ositive

review: i"
20,2,"In the aftermath of September 11th in New York, this drama about American firefighters was conceived...","ositive

review: i"
20,2,Oh God! It could be a very interesting film and in fact it is. I would have like to give it a 5 but ...,"gative

review: i"
20,2,A bunch of sorority girls make a new pledge spend the night in a creepy mausoleum. Of course the rec...,"ositive

review: i"
20,2,"This movie has good intentions, at least in the message ""don't be afraid, no matter how tough it can...","egative

review: i"
20,2,"PRICE OF HONOR aka PRICE OF POWER is an ambitious Western melodrama, light on the action, which seek...","ositive

review: i"
20,2,"This is a tough film to review, since several factors need to be taken into account. Let's filter th...","ositive

review: i"
20,2,"The first movie of this series was well written and original. This show drags on, poorly written gag...","egative

review: i"
20,2,If you pack all the clichés about city firefighters into 105 minutes; you have Ladder 49.<br /><br /...,"egative

review: i"
20,2,Bobcat Goldthwait should be commended for attempting to do something different with this surprisingl...,"egative

review: i"
20,2,"If this movie is coming to a theater near you, consider it a threat. I was unfortunate enough to see...","egative

review: i"
20,2,"I watched this movie knowing that it would be awful, but damned if it didn't break new and revolutio...","egative

review: i"
20,2,"So I got this from the rental store where I work before it was released (release is 8/21), just watc...","tive

review: i"
20,2,1 thing. this movie sucks BIG TIME..i was into singaporean comedy when Chiken Rice war came along. B...,"egative

review: i"
20,2,Movie Title - Tart<br /><br />Date of review - 5/26/02<br /><br />Year of movie - 2001<br /><br />St...,"egative

review: i"
20,2,"I saw this movie a time ago, because some of my friends wanted to rent it, and I got voted down.. I ...","egative

review: i"
20,2,"Like most musicals of the era, one must check reality at the door. Broadway MELODY of 1938 is not re...","ositive

review: i"
20,2,"Stunning blonde Natasha Henstridge is the young, not-so-grieving widow in the mansion on the hill, t...","egative

review: i"
20,2,The second (not animated) movie about the only people still refusing to surrender to the Roman Empir...,"ositive

review: i"
20,2,"Firstly, I'll admit I haven't seen Vampires: Los Muertos, but I've seen the original Vampires film a...","egative

review: i"
20,2,Being a HUGE fan of the bottom series i was really looking forward to the release of this film.I was...,"egative

review: i"
20,2,Englar Alheimsins are very good movie. She happen on a mental home in Iceland. Ingvar E. Sigurdsson ...,"ositive

review: i"
20,2,"It was a sweet, intro for the most intelegent Sailor Soldier, Sailor Mercury. It consisted with a ne...","ositive

review: i"
