text_preview,true_label,predicted,correct,retries
Let's get the flaw out of the way right off the top - the movie should have been much longer. Ray Ch...,positive,positive,True,0
"Out of the handful of alternative titles in English, ""The Sexorcist"" is definitely the most appropri...",negative,negative,True,0
"I enjoyed this movie. More than I expected. It has enough action, intrigue and locations to make it ...",positive,positive,True,0
"The time I wasted seeing this movie, I demand back! I felt sick afterward, but not because it touche...",negative,negative,True,0
"Like the previous commentator on this film, I too found myself in tears at times during this movie. ...",negative,negative,True,0
A brilliant Sherlock Holmes adventure starring the brilliant Basil Rathbone and Nigel Bruce. Despite...,positive,positive,True,0
"The storyline of ""The Stranger"" mirrors somewhat the 1969 film ""Journey to the Far Side of the Sun"" ...",negative,negative,True,0
"I've heard people compare this movie to Sideways. How this comparison was made, I'll never guess bec...",negative,negative,True,0
This is a Laurel & Hardy comedy short with some great and funny moments but overall the movie relies...,positive,negative,False,0
Greyfriars Bobby was NOT a westie - Bobby was a skye terrier. A highlight of my childhood day trips ...,negative,negative,True,0
"This satire is just really, really dead-on, and nobody is spared. But even though this movie has ple...",positive,positive,True,0
"Generally political messages are done on television, so if you are a big fan of environmental correc...",negative,negative,True,0
I deliberately did not read any reviews of this movie on IMDb before I watched it because I really w...,negative,negative,True,0
"For those who expect documentaries to be objective creatures, let me give you a little lesson in Ame...",positive,negative,False,0
"This was one of the most contrived, tedious and clichéd films I have ever seen... and, yes, I've see...",negative,negative,True,0
Even with it's low budget this movie could have been worth watching if there was a story to tell her...,negative,negative,True,0
Two escaped convicts step out of the woods and shoot two campers in the head. That's the first scene...,negative,negative,True,0
That's right. Ohwon (the painter and the main character) is an exceptional person. What strikes me m...,positive,positive,True,0
"I enjoyed Ramin Bahrani's Man Push Cart, and this film is equally good. This slice of life is almost...",positive,negative,False,0
The real problem with this story is that there's not much story to the story. There's hardly any plo...,negative,negative,True,0
This movie tries to be artistic but comes across as puerile as a film school student's first attempt...,negative,negative,True,0
"I can't say what knowing the source for this movie adds, but this is one of my favorite films from P...",positive,positive,True,0
The Claude Lelouch's movie is a pretty good moment of cinema. One of the most touching films about f...,positive,positive,True,0
"This movie is a great movie, however it is, as most movie highly predictable. The greatest highlight...",positive,positive,True,0
"According to me, a movie can be best rated by the number of 'best scenes' there are. There are proba...",positive,"sitive

review: i",False,2
Pity the poor reviewer who disliked / didn't understand this wonderful film. What a sad life he must...,positive,positive,True,0
I don't usually comment on films or TV shows but had to post a comment about Las Vegas.<br /><br />N...,positive,positive,True,0
"Believe it or not, the Mona Lisa actually got stolen once, and was missing for nearly two years. In ...",positive,"sitive

review: i",False,2
It is way beyond me how this script was ever sold much less produced and distributed. The dialogue w...,negative,negative,True,0
"This movie is actually so poor in its desperate attempts at being ""feel good"" and casual it really m...",negative,negative,True,0
"L'Homme Blesse is not for an impatient, adventure-seeking audience. There are no explosions nor is t...",positive,positive,True,0
Growing up in the late 60s and 70s I could not help but become a fan of science fiction. With Americ...,positive,positive,True,0
A fantastic film featuring great Aussie talent. Director Mark Lamprell dealt with the potentially so...,positive,positive,True,0
Let's see. What annoyed me most? The extra long dance scene in the beginning watching people twirlin...,negative,negative,True,0
"i found this movie to be mostly a P.O.S.it was low budget,but that isn't the problem.the problem is,...",negative,negative,True,0
This movie is not about the soda nor is it quite the French Connection.<br /><br />The Seven Ups are...,positive,positive,True,0
"Don't mind what this socially retarded person above says, this show is hilarious. It shows how a lot...",positive,positive,True,0
Umberto Lenzi hits new lows with this recycled trash. Janet Agren plays a lady who is looking for he...,negative,negative,True,0
"Very typical Almodóvar of the time and, in its own way, no less funny than many of his later works. ...",positive,negative,False,0
The novel WEAPON which serves as the basis for this atrocious piece of garbage is one of the best te...,negative,negative,True,0
"2001 is one of those movies where, if you don't like it, you are told that you don't 'get it' and ne...",negative,negative,True,0
Oh my gosh!! I love this movie sooooooooooooooooooooo much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! It is...,positive,positive,True,0
"It is interesting to see what people think of this movie, since it is, in fact, quite unique (though...",positive,positive,True,0
I am a professional musician who was inspired nearly 20 years ago to begin playing guitar after hear...,positive,"sitive

review: i",False,2
"Relish every moment of this languorous spectacle with music to match (Mahler's 5th is gorgeous, but ...",positive,positive,True,0
"Oh dear oh dear. It really gets on my nerves when a low budget, pointless horror affair tries to loo...",negative,negative,True,0
A scientific experiment designed to create a superhuman being has gone wrong.The creators become tra...,negative,negative,True,0
You would probably get something like this. I'm translating movies for a living and this is the firs...,negative,"gative

review: i",False,2
"WEEE this is still jolly good fun! As with most of my friends, we had seen this movie on HBO when we...",positive,positive,True,0
Unforgiven is Clint Eastwoods last tribute to the once great west. But whilst i thought this was goi...,negative,negative,True,0
A klutzy young man returns West after being schooled in the hotel business via Boston; he quickly le...,negative,negative,True,0
"I got this movie from the library, and saw it had a lot of actors I like in it(John Cleese, Ian Holm...",negative,negative,True,0
"Eisenstein describes his collaboration with Prokeviev as an equal partnership, where they worked tog...",positive,positive,True,0
MPAA Rating PG-13<br /><br />My Rating: 10 and up<br /><br />My * Rating 9.5/10<br /><br />William H...,positive,positive,True,0
"This season lacked real oomf, but, as far as setting up stories to get us in the mood again, season ...",negative,negative,True,0
It is inconceivable to me how ANYONE could have enjoyed or laughed at this movie. I'd say it's the w...,negative,negative,True,0
I loved this movie when it first came out(but i was just 12 years old then - and I had forgotten thi...,negative,negative,True,0
Cam Archer's lyrical Bobbycrush boldly captures the disorienting kaleidoscope that is adolescent des...,positive,positive,True,0
"So much great chemistry between Kristen Scott-Thomas and Harrison Ford, but every time the story abo...",negative,negative,True,0
The Ten Steps has basically a reasonably good premise for a scary short but the execution is simply ...,negative,negative,True,0
I saw the film yesterday and really enjoyed it.Although there were several clues which I could reali...,positive,"sitive

review: i",False,2
I have to agree with the previous author's comments about the excellent performances and plot. Start...,positive,positive,True,0
WWII veterans return home and find it hard to adjust to civilian life. This superb drama is expertly...,positive,positive,True,0
"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie thea...",negative,negative,True,0
This film set the standard for African-American film excellence when it was made. I heard on various...,positive,positive,True,0
Roomies is the story of a guy who loses everything except his incredible girlfriend and an idea for ...,negative,negative,True,0
"I wasn't really interested in seeing Step Up, but my friend just kept bugging and bugging me to see ...",negative,negative,True,0
"I consider myself a casual fan of Dario Argento. For every really good flick by him (such as ""Deep R...",positive,positive,True,0
"When Family Guy first premiered, I was not in a discriminating mood. With the 1990s containing a wea...",negative,negative,True,0
"I don't understand this movies distinctly average rating!?<br /><br />I really really enjoyed it, i ...",positive,positive,True,0
"This film has not exactly remained fresh in the minds of film buffs, and it's a crying shame. Its wi...",positive,"sitive

review: i",False,2
"I believe John Houston's ""The Dead"" is a true classic. Not only was it Houston's final film, he is q...",positive,positive,True,0
I was shocked at how bad it was and unable to turn away from the disaster. This made 'Major League I...,negative,negative,True,0
The opening scene makes you feel like you're watching a high school play. But I've seen high school ...,negative,negative,True,0
"Nice movie. At the begining, i thought it's a medieve detective kind hi-fi movie, but the ending tot...",positive,positive,True,0
What on earth happened to RGV? There are so many things wrong about this movie that one needs to sto...,negative,negative,True,0
The movie starts out a bit interested with the son interested in a teenage girl his own age. Claybur...,negative,negative,True,0
"The title refers not to a questionable poker hand, but to six comic players. They come in twos: Char...",positive,positive,True,0
"An extremely down-to-earth, well made and acted ""Rodeo"" Western. No gussied up stars needed here as ...",positive,positive,True,0
This is not a good film by an standards. It is very poorly written and the acting is just a little a...,negative,negative,True,0
When I saw Gone with the wind I thought that there could not be better actors than Vivian Leigh and ...,positive,positive,True,0
"Man, this movies sucked. It appeared to have like seven different plots going on at once and they al...",negative,negative,True,0
"This movie kicks ass, bar none. Bam and his crue have out done themselves with this film. Since I go...",positive,positive,True,0
"Oddly enough, it's Fred MacMurray who plays the more ""screwy"" part in this screwball comedy. Carole ...",negative,negative,True,0
"DO not take this film seriously, rent it with some folks who want to play Mystery Science 3000, and ...",negative,negative,True,0
I do not think that this movie deserves the low rating that most will give it. It's one of the best ...,positive,positive,True,0
"It was September 2003 that I heard the BBC were going to resurrect DOCTOR WHO and make it "" Bigger a...",positive,,False,2
There's a sign on The Lost Highway that says:<br /><br />*MAJOR SPOILERS AHEAD*<br /><br />(but you ...,positive,positive,True,0
I seem to be disagreeing with a lot of folks here. but I really did not find this movie as scintilla...,negative,negative,True,0
I loved this thing. The most wonderful thing about Pink Flamingos is that it strives desperately to ...,positive,positive,True,0
I didn't watch this show that much when I was little. And I think I only watched 1 episode which was...,negative,negative,True,0
"The topic of religion in Buñuel films is a point that one, as an eater of films, as an eater of art ...",positive,positive,True,0
I really tried to give this film a chance but when I realized that most of the film was being told b...,negative,negative,True,0
"For most people, RoboCop 3 is the film that really is the big disgrace for the Robo series. It has f...",negative,negative,True,0
"I love Lucy, but this movie is so wretchedly bad that I was squirming in embarrassment for all conce...",negative,"tive

review: i",False,2
A film that tends to get buried under prejudice and preconception - It's a remake! Doris Day is in i...,positive,positive,True,0
"'The English Patient' can rightly be compared to the films of David Lean, whose sweeping epics such ...",positive,positive,True,0
I came across this movie in an Australian hotel room at 3 am. My brother and I were channel surfing ...,positive,positive,True,0
What a crap that movie is. The script is simply non existent. The movie at times seems like a music ...,negative,negative,True,0
"The premise of this movie, of a comedian talk show host running for president as an independent just...",negative,negative,True,0
I could not stand the woman who played the mother. I wanted her to shut up. She had a bizarre manner...,negative,negative,True,0
"Of all the episodes of all series, this one holds the closest to Roddenberry's original tenet. Accor...",positive,positive,True,0
Personally I've watched it because of Lea Thompson's appearance and I didn't really expect to enjoy ...,negative,negative,True,0
"Leland P. Fitzgerald (Ryan Gosling) has committed an unspeakable crime, the stabbing of the retarded...",positive,positive,True,0
"If you enjoyed the TV Series, Diagnosis Murder, you'll love Murder 101. It's great to see Dick Van D...",positive,positive,True,0
This film grabs you from the opening scenes and never lets go. You watch indulgently upon viewing Ja...,positive,positive,True,0
"Director J.S. Cardone presents something a little scary and a little creepy, but nothing more. A wid...",negative,negative,True,0
"And believe me that's a pretty stunning accomplishment. Take ""Jolly Roger: Massacre at Cutter's Cove...",negative,negative,True,0
This movie starts off on the wrong foot and never really gets it going. The first scene shows a Life...,negative,negative,True,0
"What do you get when you put Lou Diamond Philips, Todd Bridges, Barry Corbin with a bad toupee, and ...",negative,negative,True,0
I cannot believe the number of people referring to the lead characters as 'boy cows'!! there is no s...,negative,negative,True,0
Lifeforce (1985) was a Cannon funded film directed by Tobe Hooper. It's a very interesting film that...,positive,positive,True,0
This is not great cinema. The film is cliche ridden and in many places it is a copy of the original ...,negative,"gative

review: i",False,2
Darr is an brilliant movie..It is 1 of my favourite films..SRK has done a mind blowing job in the mo...,positive,positive,True,0
"Oliver Stone hits the bull's eye with this film, aided chiefly by Bogosian's electrifying screen pre...",positive,positive,True,0
I would have been about 11 years old when this movie was first released. All these years later at 37...,positive,"gative

review: i",False,2
"According to the article at http://blog.ifeng.com/article/2737487.html, one of the actors in the fil...",negative,negative,True,0
"When I saw the poster at the theater, I thought that it is a ""new line"" of a horror story without a ...",negative,negative,True,0
"Uma and Travolta were very good together, but - unfortunately - when they left the screen, the movie...",negative,negative,True,0
1st watched 10/10/2009 - 8 out of 10 (Dir - Billy Wilder): Spectacular rendering of Lindbergh's famo...,positive,positive,True,0
1- Stephen Baldwin doesn't care about his involvement in Stephen Baldwin vehicles.<br /><br />2- The...,negative,negative,True,0
"I like this movie above all others. It is ""multi-layered""; there is so much to see and appreciate. E...",positive,positive,True,0
This film powerfully demonstrates the struggle of two women in love in a culture so deeply entrenche...,positive,positive,True,0
I recommend that movie viewers if in the New York City area go to the Intrepid museum and get some i...,positive,positive,True,0
I laughed out loud several times during this film though give it a cursory glance and you would thin...,positive,positive,True,0
It beats me how anyone can rate this film very highly. It is no understatement to call it far fetche...,negative,"gative

review: i",False,2
"Fantastically written, acted, and produced! Loved seeing this gleaming, talented cast -- every singl...",positive,positive,True,0
"""Queen of the Damned"" is one of the best vampire movies I had ever seen! The movie had suspense, act...",positive,positive,True,0
Spheeris debut must be one of the best music documentaries of all time. And as far as I know it's al...,positive,positive,True,0
"Having been a Godzilla fan for many years, Gamera was to me a cheap knockoff to capitalize on the su...",negative,negative,True,0
"""Quitting"" may be as much about exiting a pre-ordained identity as about drug withdrawal. As a rural...",positive,positive,True,0
This movie is a real thriller! It was exciting from shortly after the start till the very end! If yo...,positive,positive,True,0
"Scanning through the comments, there doesn't appear to be a lot of love for this movie, and it's not...",negative,negative,True,0
"""A Slight Case of Murder"" is an excellent TV movie, which is defiantly worth the price of a rental. ...",positive,positive,True,0
What can I say about this film other than the narrative is one of the most exciting in film history....,positive,"sitive

review: i",False,2
"If we really want to get serious and find Osama Bin Laden, then we should take this stinker down to ...",negative,negative,True,0
"Pat O'Brien portrays Knute Rockne, the All-American Notre Dame football coach. No doubt, this film w...",negative,negative,True,0
"My daughter liked it but I was aghast, that a character in this movie smokes. As if it isn't awful e...",negative,negative,True,0
"These are the kinds of movies I loved, and still love growing up. Unlike big budget movies that crat...",positive,positive,True,0
"weird.this is a TV movie,yet the rating on the box says it's rated R.there's nothing in the movie th...",negative,negative,True,0
"As a serious horror fan, I get that certain marketing ploys are used to sell movies, especially the ...",negative,negative,True,0
"If a movie can't hold your interest in the first 25 minutes, it's over as far as I'm concerned. This...",negative,negative,True,0
"I saw Dark Harbor at the '98 Seattle Film Festival. Filmed against a autumnal Maine backdrop, this m...",positive,positive,True,0
"I can't say that I embrace this as a Romantic Comedy, as I found little funny about it. I did find i...",positive,positive,True,0
Just finished with Zombie Bloodbath part one on the amazing Zombie Bloodbath Trilogy DVD from CAMP M...,positive,positive,True,0
"this is another good western,which i enjoyed.it's not an epic or anything,but it is good for what it...",positive,positive,True,0
Sure it is a new take on vampires. Who cares. I would rather the old take if it is entertaining. Thi...,negative,negative,True,0
"I'm still laughing- Not! I'm still asking my myself what the point was. I barely got a chuckle, this...",negative,negative,True,0
"This one is a very solid Randolph Scott Western. He plays Bat Masterson and goes to Liberal, Kansas ...",positive,positive,True,0
I haven't any idea how commentators could regard this as a decent B Western. Or how one commentator ...,negative,negative,True,0
This film was a huge surprise to me while i watched it at Cinequest in the big California Theatre in...,positive,positive,True,0
It's rare that I get the opportunity to review a film for IMDb that relates to my own life in such a...,positive,positive,True,0
So umm this woman has a vagina that sucks people into it when they umm do it and there's this dude w...,negative,negative,True,0
"If you're looking for an accurate portrayal of Che Guevara, the Cuban revolutionary who helped aid F...",negative,negative,True,0
Strangeland seems to have a love/hate relationship with many of its viewers. I personally loved the ...,positive,positive,True,0
"I've read other hacks' reviews of this movie, and while it certainly isn't the best movie ever made ...",negative,negative,True,0
"Back in the 60's, this grim study of Joy, a young proletarian wife, was the introduction to the care...",positive,positive,True,0
"Yes, I realize that half a dozen other reviewers have called this movie ""Copying Amadeus"", but it ca...",negative,negative,True,0
I'm not sure as to call this movie a children's drama or a fantasy film. When I first watched this I...,positive,negative,False,0
"This is without a doubt one of Neil Simon's best plays turned movies. It's full of great characters,...",positive,positive,True,0
"I loved this show but then I don't remember ever not loving anything he did, starting with ""American...",positive,negative,False,0
"For the first time in reviewing films, I found myself immediately uninterested in this story. I don'...",negative,negative,True,0
"Watching this movie and then listening to the commentary, it's clear that Michael Radford doesn't un...",negative,negative,True,0
Just how exactly do gay Asians manage in a culture that generally refuses to even recognize the conc...,positive,positive,True,0
First let me say I'm not someone who usually cringe at the fact of having to think while seeing movi...,negative,negative,True,0
"Red spectacles<br /><br />I loved Avalon, I think This director has made some awesome demented visio...",negative,negative,True,0
"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with S...",positive,positive,True,0
"If you don't like bad acting, poor editing, ridiculous dialog and unbelievable characters you will h...",negative,negative,True,0
I really liked this quirky movie. The characters are not the bland beautiful people that show up in ...,negative,positive,False,0
this is the worst movie in the world. the only reason i gave it a 2 was because the first 10 minutes...,negative,negative,True,0
"This isn't a dreadful film, merely insipid. The plot is deeply flawed and implausible. It tries to b...",negative,positive,False,0
Just once in a while you see a movie so mind-numbingly awful that you have to comment on it. This wa...,negative,negative,True,0
French cinema had always been very strong when comes the time to present historical subjects. 95 % o...,positive,positive,True,0
"This little-known comedy from the hit play by Ruth Gordon is a delight. The script, based on the pla...",positive,positive,True,0
"History teacher Mrs Tingle seems to have it in for student Leigh Ann Watson, who has her heart on ac...",negative,negative,True,0
"Kind of a guilty indulgence nowadays, this used to be required watching when i was in high school. I...",positive,"sitive

review: i",False,2
"As I looked at this movie once again, I think it belongs among Hitchcock's greatest films. The first...",positive,positive,True,0
What? - that was it? The town sheriff (John Agar) blows up the mutant gorilla with a stick of dynami...,negative,negative,True,0
"There is a difference between a ""film,"" and a ""movie."" A film, regardless of quality, is ready for p...",negative,negative,True,0
"I normally don't try and second guess a crime thriller, but Cleaner was just entirely too predictabl...",negative,negative,True,0
"yeah..that's what the station disclaimer states after the commercials for this show ""some scenes may...",negative,"gative

review: i",False,2
"OK I for one thought the trailer was quite good so was hopeful for this film, plus with the cast lin...",negative,negative,True,0
"In this film, we're invited to observe the descent into a moral and emotional funk of someone who is...",negative,negative,True,0
This tough-to-see little picture played at the Mods & Rockers 2007 festival. It is a wonderful and l...,positive,positive,True,0
This film tells the true story of escaped black slaves who found their own mountain-top commune as f...,negative,negative,True,0
"Greystoke: The Legend of Tarzan, Lord of the Apes is based on the classic book Tarzan of the Apes by...",positive,positive,True,0
"This TV show is possibly the most pathetic display of crap on TV today. Horribly predictable, obscen...",negative,negative,True,0
"So I got this from the rental store where I work before it was released (release is 8/21), just watc...",negative,"tive

review: i",False,2
"European films may be slower-paced and less plot driven than American films, but this takes it way t...",negative,negative,True,0
"Wow, this movie is bad. Think ""Flashdance"" with ninjas. The worst part is when a sword is supposed t...",negative,negative,True,0
"Why does the poster & artwork say ""Clubbed is one of the best UK indie films I have seen in a very l...",negative,"gative

review: i",False,2
"If they gave out awards for the most depraved and messed-up movies in the world, Japanese cinema wou...",positive,positive,True,0
This is precious. Everything Is Illuminated is sweetly and sublimely funny from the first delicious ...,positive,positive,True,0
This depiction of forlorn Japanese forces in the Philipines is a tour de force in the utter meaningl...,positive,positive,True,0
John Leguizamo is a great comedian and storyteller. Every time this has been on HBO I've had to stop...,positive,positive,True,0
There are so many more complexities to the plot of this wonderful thought provoking movie than just ...,positive,positive,True,0
"Not all, but most of this story is Buster being mistaken for ""Dead Shot Dan,"" a notorious criminal. ...",positive,positive,True,0
"This is just a long advertisement for the movie ""The Death Tunnel"". Although it is an interesting hi...",negative,negative,True,0
"Without being really the worst science fiction film ever made, or the worst I have seen, 'Time Under...",negative,negative,True,0
"Having seen just about every movie on record that a child of the eighties could have seen, this rank...",negative,negative,True,0
I kind of like JAG. It do have it´s charm but lately it´s to much propaganda in it. For an outsider ...,negative,negative,True,0
This program was quite interesting. The way the program was displayed made it all the more interesti...,positive,positive,True,0
"No matter what you've heard, ""Fame"" is not a good movie. It's not worth the investment of over two h...",negative,negative,True,0
I really liked this film about love between two adults in postwar Britain. The high standards of BBC...,positive,positive,True,0
"A year after the release of the average ""House of Frankenstein"", Universal released another Monster ...",positive,positive,True,0
"Dear Mr Dante, <br /><br />Dude, seriously... the title of the show is ""Masters of Horror"". And be t...",negative,negative,True,0
This movie was sadly under-promoted but proved to be truly exceptional. Entering the theatre I knew ...,positive,positive,True,0
80's sleazy (glam)rock is like 90's house music or current boybands: it's boring and has no ideas or...,negative,negative,True,0
<br /><br />The play has been heavily edited and the order of the scenes has been completely mixed u...,negative,negative,True,0
This is a great family film dealing with down to earth people who enjoy their local interests dealin...,positive,positive,True,0
Having just seen Walt Disney's The Skeleton Dance on the Saturday Morning Blog as linked from YouTub...,positive,positive,True,0
It's a bit difficult to believe that this came from the same director that gave us HELLRAISER. Where...,negative,negative,True,0
The film opens in a stuffy British men's club full of gents in leather chairs smoking cigars. This i...,positive,positive,True,0
"Possibly John Cassavetes best film to date, and definitely his funniest. Seymour Cassel plays the yo...",positive,positive,True,0
